,DATE_CODE,NAME,REGION,INFLUENZA_POSTIVE_CASES,WEEKLY_MAX_AQI,CATEGORY,DEFINING_PARAMETER,STATE_NAME
365,201706,San Joaquin,Central,50.0,44.0,Good,PM2.5,California
366,201706,Stanislaus,Central,50.0,41.0,Good,PM2.5,California
3801,201706,Yuba,Northern,,,,,
368,201706,Tuolumne,Central,50.0,47.0,Good,Ozone,California
359,201706,Madera,Central,50.0,51.0,Moderate,PM2.5,California
369,201706,Imperial,Lower Southern,138.0,84.0,Moderate,PM10,California
370,201706,Orange,Lower Southern,138.0,63.0,Moderate,PM2.5,Florida
371,201706,Riverside,Lower Southern,138.0,73.0,Moderate,PM2.5,California
393,201706,Lincoln,Northern,12.0,84.0,Moderate,PM2.5,Montana
373,201706,San Diego,Lower Southern,138.0,55.0,Moderate,PM2.5,California
367,201706,Tulare,Central,50.0,56.0,Moderate,PM2.5,California
3905,201706,Eureka,Northern,,,,,
394,201706,Lyon,Northern,12.0,53.0,Moderate,PM2.5,Minnesota
357,201706,Inyo,Central,50.0,94.0,Moderate,PM10,California
4113,201706,Storey,Northern,,,,,
4061,201706,Pershing,Northern,,,,,
345,201706,Alameda,Bay Area,88.0,45.0,Good,PM2.5,California
346,201706,Contra Costa,Bay Area,88.0,35.0,Good,Ozone,California
347,201706,Marin,Bay Area,88.0,38.0,Good,Ozone,California
348,201706,Napa,Bay Area,88.0,42.0,Good,PM2.5,California
4009,201706,Mineral,Northern,,,,,
358,201706,Kings,Central,50.0,59.0,Moderate,PM2.5,New York
349,201706,San Francisco,Bay Area,88.0,38.0,Good,Ozone,California
351,201706,Santa Clara,Bay Area,88.0,33.0,Good,Ozone,California
352,201706,Santa Cruz,Bay Area,88.0,57.0,Moderate,PM10,Arizona
353,201706,Solano,Bay Area,88.0,36.0,Good,PM2.5,California
3957,201706,Lander,Northern,,,,,
354,201706,Sonoma,Bay Area,88.0,40.0,Good,Ozone,California
355,201706,Calaveras,Central,50.0,51.0,Moderate,PM2.5,California
3749,201706,Alpine,Northern,,,,,
350,201706,San Mateo,Bay Area,88.0,33.0,Good,Ozone,California
374,201706,Amador,Northern,12.0,40.0,Good,Ozone,California
372,201706,San Bernardino,Lower Southern,138.0,77.0,Moderate,PM2.5,California
376,201706,Carson City,Northern,12.0,44.0,Good,Ozone,Nevada
392,201706,Lake,Northern,12.0,73.0,Moderate,PM2.5,Indiana
413,201706,Ventura,Upper Southern,95.0,38.0,Good,Ozone,California
412,201706,Santa Barbara,Upper Southern,95.0,40.0,Good,Ozone,California
411,201706,San Luis Obispo,Upper Southern,95.0,37.0,Good,Ozone,California
410,201706,Los Angeles,Upper Southern,95.0,57.0,Moderate,PM2.5,California
409,201706,Kern,Upper Southern,95.0,48.0,Good,PM2.5,California
408,201706,Yolo,Northern,12.0,34.0,Good,Ozone,California
407,201706,White Pine,Northern,12.0,47.0,Good,Ozone,Nevada
406,201706,Washoe,Northern,12.0,45.0,Good,Ozone,Nevada
375,201706,Butte,Northern,12.0,43.0,Good,Ozone,California
405,201706,Trinity,Northern,12.0,93.0,Moderate,PM2.5,California
403,201706,Sutter,Northern,12.0,47.0,Good,PM2.5,California
402,201706,Siskiyou,Northern,12.0,40.0,Good,Ozone,California
401,201706,Shasta,Northern,12.0,44.0,Good,Ozone,California
400,201706,Sacramento,Northern,12.0,57.0,Moderate,PM2.5,California
399,201706,Plumas,Northern,12.0,76.0,Moderate,PM2.5,California
398,201706,Placer,Northern,12.0,44.0,Good,Ozone,California
397,201706,Nye,Northern,12.0,11.0,Good,PM10,Nevada
396,201706,Nevada,Northern,12.0,45.0,Good,Ozone,California
395,201706,Mendocino,Northern,12.0,40.0,Good,Ozone,California
404,201706,Tehama,Northern,12.0,37.0,Good,Ozone,California
391,201706,Lake,Northern,12.0,73.0,Moderate,PM2.5,Indiana
3593,201706,Lassen,Northern,,,,,
383,201706,Elko,Northern,12.0,69.0,Moderate,PM10,Nevada
377,201706,Churchill,Northern,12.0,47.0,Good,Ozone,Nevada
378,201706,Clark,Northern,12.0,75.0,Moderate,PM2.5,Washington
379,201706,Colusa,Northern,12.0,38.0,Good,Ozone,California
3697,201706,Sierra,Northern,,,,,
380,201706,Del Norte,Northern,12.0,45.0,Good,PM2.5,California
381,201706,Douglas,Northern,12.0,68.0,Moderate,PM2.5,Nebraska
382,201706,El Dorado,Northern,12.0,48.0,Good,Ozone,California
384,201706,Glenn,Northern,12.0,38.0,Good,Ozone,California
385,201706,Humboldt,Northern,12.0,43.0,Good,Ozone,California
356,201706,Fresno,Central,50.0,58.0,Moderate,PM2.5,California
390,201706,Lake,Northern,12.0,73.0,Moderate,PM2.5,Indiana
3645,201706,Modoc,Northern,,,,,
389,201706,Lake,Northern,12.0,73.0,Moderate,PM2.5,Indiana
388,201706,Humboldt,Northern,12.0,43.0,Good,Ozone,California
387,201706,Humboldt,Northern,12.0,43.0,Good,Ozone,California
386,201706,Humboldt,Northern,12.0,43.0,Good,Ozone,California
3854,201707,Esmeralda,Northern,,,,,
3750,201707,Alpine,Northern,,,,,
4114,201707,Storey,Northern,,,,,
4062,201707,Pershing,Northern,,,,,
3958,201707,Lander,Northern,,,,,
3802,201707,Yuba,Northern,,,,,
3646,201707,Modoc,Northern,,,,,
3906,201707,Eureka,Northern,,,,,
4010,201707,Mineral,Northern,,,,,
3698,201707,Sierra,Northern,,,,,
3594,201707,Lassen,Northern,,,,,
425,201707,Fresno,Central,26.0,79.0,Moderate,PM2.5,California
452,201707,Elko,Northern,5.0,71.0,Moderate,PM10,Nevada
462,201707,Lincoln,Northern,5.0,92.0,Moderate,PM2.5,Montana
461,201707,Lake,Northern,5.0,79.0,Moderate,PM2.5,Indiana
460,201707,Lake,Northern,5.0,79.0,Moderate,PM2.5,Indiana
459,201707,Lake,Northern,5.0,79.0,Moderate,PM2.5,Indiana
458,201707,Lake,Northern,5.0,79.0,Moderate,PM2.5,Indiana
457,201707,Humboldt,Northern,5.0,43.0,Good,Ozone,California
463,201707,Lyon,Northern,5.0,48.0,Good,Ozone,Nevada
456,201707,Humboldt,Northern,5.0,43.0,Good,Ozone,California
454,201707,Humboldt,Northern,5.0,43.0,Good,Ozone,California
453,201707,Glenn,Northern,5.0,68.0,Moderate,PM2.5,California
451,201707,El Dorado,Northern,5.0,46.0,Good,Ozone,California
450,201707,Douglas,Northern,5.0,60.0,Moderate,PM2.5,Nebraska
449,201707,Del Norte,Northern,5.0,43.0,Good,PM2.5,California
448,201707,Colusa,Northern,5.0,56.0,Moderate,PM2.5,California
455,201707,Humboldt,Northern,5.0,43.0,Good,Ozone,California
479,201707,Los Angeles,Upper Southern,51.0,70.0,Moderate,PM2.5,California
464,201707,Mendocino,Northern,5.0,44.0,Good,Ozone,California
466,201707,Nye,Northern,5.0,18.0,Good,PM10,Nevada
478,201707,Kern,Upper Southern,51.0,83.0,Moderate,PM2.5,California
477,201707,Yolo,Northern,5.0,71.0,Moderate,PM2.5,California
476,201707,White Pine,Northern,5.0,44.0,Good,Ozone,Nevada
481,201707,Santa Barbara,Upper Southern,51.0,47.0,Good,Ozone,California
475,201707,Washoe,Northern,5.0,63.0,Moderate,PM10,Nevada
474,201707,Trinity,Northern,5.0,84.0,Moderate,PM2.5,California
465,201707,Nevada,Northern,5.0,92.0,Moderate,PM2.5,California
473,201707,Tehama,Northern,5.0,51.0,Moderate,PM2.5,California
471,201707,Siskiyou,Northern,5.0,37.0,Good,Ozone,California
470,201707,Shasta,Northern,5.0,45.0,Good,Ozone,California
469,201707,Sacramento,Northern,5.0,82.0,Moderate,PM2.5,California
482,201707,Ventura,Upper Southern,51.0,48.0,Good,Ozone,California
468,201707,Plumas,Northern,5.0,89.0,Moderate,PM2.5,California
467,201707,Placer,Northern,5.0,49.0,Good,PM2.5,California
472,201707,Sutter,Northern,5.0,79.0,Moderate,PM2.5,California
446,201707,Churchill,Northern,5.0,47.0,,,
447,201707,Clark,Northern,5.0,129.0,Unhealthy for Sensitive Groups,PM2.5,Nevada
444,201707,Butte,Northern,5.0,69.0,Moderate,PM2.5,California
429,201707,Mariposa,Central,26.0,44.0,Good,Ozone,California
428,201707,Madera,Central,26.0,77.0,Moderate,PM2.5,California
427,201707,Kings,Central,26.0,107.0,Unhealthy for Sensitive Groups,PM2.5,California
426,201707,Inyo,Central,26.0,45.0,Good,Ozone,California
424,201707,Calaveras,Central,26.0,55.0,Moderate,PM2.5,California
423,201707,Sonoma,Bay Area,42.0,48.0,Good,PM2.5,California
422,201707,Solano,Bay Area,42.0,60.0,Moderate,PM2.5,California
421,201707,Santa Cruz,Bay Area,42.0,41.0,Good,PM10,Arizona
420,201707,Santa Clara,Bay Area,42.0,54.0,Moderate,PM2.5,California
419,201707,San Mateo,Bay Area,42.0,53.0,Moderate,PM2.5,California
418,201707,San Francisco,Bay Area,42.0,51.0,Moderate,PM2.5,California
417,201707,Napa,Bay Area,42.0,59.0,Moderate,PM2.5,California
416,201707,Marin,Bay Area,42.0,52.0,Moderate,PM2.5,California
415,201707,Contra Costa,Bay Area,42.0,64.0,Moderate,PM2.5,California
414,201707,Alameda,Bay Area,42.0,56.0,Moderate,PM2.5,California
430,201707,Merced,Central,26.0,98.0,Moderate,PM2.5,California
445,201707,Carson City,Northern,5.0,46.0,Good,Ozone,Nevada
431,201707,Mono,Central,26.0,647.0,Hazardous,PM10,California
432,201707,Monterey,Central,26.0,89.0,Moderate,PM2.5,California
443,201707,Amador,Northern,5.0,38.0,Good,Ozone,California
442,201707,San Diego,Lower Southern,107.0,75.0,Moderate,PM2.5,California
441,201707,San Bernardino,Lower Southern,107.0,63.0,Moderate,PM2.5,California
440,201707,Riverside,Lower Southern,107.0,122.0,Unhealthy for Sensitive Groups,PM10,California
438,201707,Imperial,Lower Southern,107.0,147.0,Unhealthy for Sensitive Groups,PM10,California
439,201707,Orange,Lower Southern,107.0,82.0,Moderate,PM2.5,New York
436,201707,Tulare,Central,26.0,93.0,Moderate,PM2.5,California
435,201707,Stanislaus,Central,26.0,104.0,Unhealthy for Sensitive Groups,PM2.5,California
434,201707,San Joaquin,Central,26.0,91.0,Moderate,PM2.5,California
433,201707,San Benito,Central,26.0,39.0,Good,Ozone,California
437,201707,Tuolumne,Central,26.0,45.0,Good,Ozone,California
480,201707,San Luis Obispo,Upper Southern,51.0,42.0,Good,Ozone,California
488,201708,San Mateo,Bay Area,33.0,40.0,Good,Ozone,California
483,201708,Alameda,Bay Area,33.0,44.0,Good,Ozone,California
4063,201708,Pershing,Northern,,,,,
484,201708,Contra Costa,Bay Area,33.0,43.0,Good,PM2.5,California
486,201708,Napa,Bay Area,33.0,54.0,Moderate,PM2.5,California
489,201708,Santa Clara,Bay Area,33.0,41.0,Good,Ozone,California
485,201708,Marin,Bay Area,33.0,45.0,Good,Ozone,California
487,201708,San Francisco,Bay Area,33.0,51.0,Moderate,NO2,California
492,201708,Sonoma,Bay Area,33.0,46.0,Good,Ozone,California
3959,201708,Lander,Northern,,,,,
3907,201708,Eureka,Northern,,,,,
3855,201708,Esmeralda,Northern,,,,,
4115,201708,Storey,Northern,,,,,
3803,201708,Yuba,Northern,,,,,
3751,201708,Alpine,Northern,,,,,
3699,201708,Sierra,Northern,,,,,
3647,201708,Modoc,Northern,,,,,
3595,201708,Lassen,Northern,,,,,
4011,201708,Mineral,Northern,,,,,
491,201708,Solano,Bay Area,33.0,42.0,Good,PM2.5,California
499,201708,Merced,Central,17.0,45.0,Good,PM2.5,California
535,201708,Nye,Northern,3.0,13.0,Good,PM10,Nevada
522,201708,Glenn,Northern,3.0,44.0,Good,Ozone,California
523,201708,Humboldt,Northern,3.0,45.0,Good,Ozone,California
524,201708,Humboldt,Northern,3.0,45.0,Good,Ozone,California
525,201708,Humboldt,Northern,3.0,45.0,Good,Ozone,California
527,201708,Lake,Northern,3.0,70.0,Moderate,PM2.5,Indiana
528,201708,Lake,Northern,3.0,70.0,Moderate,PM2.5,Indiana
529,201708,Lake,Northern,3.0,70.0,Moderate,PM2.5,Indiana
530,201708,Lake,Northern,3.0,70.0,Moderate,PM2.5,Indiana
531,201708,Lincoln,Northern,3.0,60.0,Moderate,PM2.5,Montana
532,201708,Lyon,Northern,3.0,45.0,Good,Ozone,Nevada
533,201708,Mendocino,Northern,3.0,46.0,Good,PM2.5,California
534,201708,Nevada,Northern,3.0,47.0,Good,Ozone,California
536,201708,Placer,Northern,3.0,36.0,Good,Ozone,California
521,201708,Elko,Northern,3.0,8.0,Good,PM10,Nevada
537,201708,Plumas,Northern,3.0,79.0,Moderate,PM2.5,California
539,201708,Shasta,Northern,3.0,47.0,Good,Ozone,California
540,201708,Siskiyou,Northern,3.0,43.0,Good,Ozone,California
541,201708,Sutter,Northern,3.0,51.0,Moderate,PM2.5,California
542,201708,Tehama,Northern,3.0,40.0,Good,Ozone,California
543,201708,Trinity,Northern,3.0,48.0,Good,PM2.5,California
544,201708,Washoe,Northern,3.0,45.0,Good,Ozone,Nevada
545,201708,White Pine,Northern,3.0,50.0,Good,Ozone,Nevada
546,201708,Yolo,Northern,3.0,44.0,Good,Ozone,California
547,201708,Kern,Upper Southern,37.0,65.0,Moderate,PM2.5,California
548,201708,Los Angeles,Upper Southern,37.0,63.0,Moderate,NO2,California
549,201708,San Luis Obispo,Upper Southern,37.0,84.0,Moderate,PM10,California
550,201708,Santa Barbara,Upper Southern,37.0,45.0,Good,Ozone,California
551,201708,Ventura,Upper Southern,37.0,47.0,Good,PM2.5,California
538,201708,Sacramento,Northern,3.0,58.0,Moderate,PM2.5,California
520,201708,El Dorado,Northern,3.0,45.0,Good,Ozone,California
526,201708,Humboldt,Northern,3.0,45.0,Good,Ozone,California
518,201708,Del Norte,Northern,3.0,27.0,Good,PM2.5,California
493,201708,Calaveras,Central,17.0,45.0,Good,PM2.5,California
494,201708,Fresno,Central,17.0,73.0,Moderate,PM2.5,California
495,201708,Inyo,Central,17.0,59.0,Moderate,PM10,California
496,201708,Kings,Central,17.0,69.0,Moderate,PM2.5,California
497,201708,Madera,Central,17.0,61.0,Moderate,PM2.5,California
498,201708,Mariposa,Central,17.0,44.0,Good,PM2.5,California
490,201708,Santa Cruz,Bay Area,33.0,54.0,Moderate,PM2.5,California
500,201708,Mono,Central,17.0,849.0,Hazardous,PM10,California
501,201708,Monterey,Central,17.0,41.0,Good,Ozone,California
502,201708,San Benito,Central,17.0,41.0,Good,Ozone,California
519,201708,Douglas,Northern,3.0,52.0,Moderate,PM2.5,Nebraska
504,201708,Stanislaus,Central,17.0,41.0,Good,Ozone,California
505,201708,Tulare,Central,17.0,70.0,Moderate,PM2.5,California
506,201708,Tuolumne,Central,17.0,44.0,Good,Ozone,California
503,201708,San Joaquin,Central,17.0,42.0,Good,Ozone,California
513,201708,Butte,Northern,3.0,113.0,Unhealthy for Sensitive Groups,PM2.5,California
516,201708,Clark,Northern,3.0,65.0,Moderate,PM2.5,Ohio
515,201708,Churchill,Northern,3.0,44.0,Good,Ozone,Nevada
507,201708,Imperial,Lower Southern,69.0,76.0,Moderate,PM10,California
514,201708,Carson City,Northern,3.0,46.0,Good,Ozone,Nevada
512,201708,Amador,Northern,3.0,37.0,Good,Ozone,California
511,201708,San Diego,Lower Southern,69.0,87.0,Moderate,Ozone,California
517,201708,Colusa,Northern,3.0,45.0,Good,Ozone,California
510,201708,San Bernardino,Lower Southern,69.0,66.0,Moderate,PM10,California
509,201708,Riverside,Lower Southern,69.0,117.0,Unhealthy for Sensitive Groups,PM10,California
508,201708,Orange,Lower Southern,69.0,75.0,Moderate,PM2.5,New York
569,201709,Mono,Central,21.0,1296.0,Hazardous,PM10,California
566,201709,Madera,Central,21.0,59.0,Moderate,PM2.5,California
567,201709,Mariposa,Central,21.0,46.0,Good,Ozone,California
564,201709,Inyo,Central,21.0,664.0,Hazardous,PM10,California
568,201709,Merced,Central,21.0,57.0,Moderate,PM2.5,California
563,201709,Fresno,Central,21.0,71.0,Moderate,PM2.5,California
565,201709,Kings,Central,21.0,85.0,Moderate,PM2.5,California
572,201709,San Joaquin,Central,21.0,61.0,Moderate,PM2.5,California
577,201709,Orange,Lower Southern,52.0,82.0,Moderate,PM2.5,Texas
574,201709,Tulare,Central,21.0,72.0,Moderate,PM2.5,California
4064,201709,Pershing,Northern,,,,,
4012,201709,Mineral,Northern,,,,,
575,201709,Tuolumne,Central,21.0,46.0,Good,Ozone,California
573,201709,Stanislaus,Central,21.0,72.0,Moderate,PM2.5,California
571,201709,San Benito,Central,21.0,42.0,Good,Ozone,California
580,201709,San Diego,Lower Southern,52.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
570,201709,Monterey,Central,21.0,42.0,Good,Ozone,California
562,201709,Calaveras,Central,21.0,45.0,Good,Ozone,California
581,201709,Amador,Northern,6.0,39.0,Good,Ozone,California
560,201709,Solano,Bay Area,23.0,45.0,Good,PM2.5,California
3596,201709,Lassen,Northern,,,,,
3648,201709,Modoc,Northern,,,,,
3700,201709,Sierra,Northern,,,,,
3752,201709,Alpine,Northern,,,,,
3804,201709,Yuba,Northern,,,,,
578,201709,Riverside,Lower Southern,52.0,61.0,Moderate,PM10,California
3856,201709,Esmeralda,Northern,,,,,
3908,201709,Eureka,Northern,,,,,
552,201709,Alameda,Bay Area,23.0,53.0,Moderate,PM2.5,California
553,201709,Contra Costa,Bay Area,23.0,42.0,Good,Ozone,California
554,201709,Marin,Bay Area,23.0,44.0,Good,Ozone,California
3960,201709,Lander,Northern,,,,,
555,201709,Napa,Bay Area,23.0,51.0,Moderate,PM2.5,California
556,201709,San Francisco,Bay Area,23.0,44.0,Good,Ozone,California
557,201709,San Mateo,Bay Area,23.0,41.0,Good,Ozone,California
558,201709,Santa Clara,Bay Area,23.0,39.0,Good,PM2.5,California
559,201709,Santa Cruz,Bay Area,23.0,41.0,Good,PM10,Arizona
561,201709,Sonoma,Bay Area,23.0,43.0,Good,Ozone,California
4116,201709,Storey,Northern,,,,,
576,201709,Imperial,Lower Southern,52.0,64.0,Moderate,PM10,California
609,201709,Siskiyou,Northern,6.0,32.0,Good,PM2.5,California
602,201709,Mendocino,Northern,6.0,43.0,Good,Ozone,California
604,201709,Nye,Northern,6.0,33.0,Good,PM10,Nevada
605,201709,Placer,Northern,6.0,38.0,Good,Ozone,California
606,201709,Plumas,Northern,6.0,107.0,Unhealthy for Sensitive Groups,PM2.5,California
607,201709,Sacramento,Northern,6.0,75.0,Moderate,PM2.5,California
608,201709,Shasta,Northern,6.0,50.0,Good,Ozone,California
610,201709,Sutter,Northern,6.0,57.0,Moderate,PM2.5,California
611,201709,Tehama,Northern,6.0,39.0,Good,Ozone,California
601,201709,Lyon,Northern,6.0,50.0,Good,Ozone,Nevada
612,201709,Trinity,Northern,6.0,48.0,,,
614,201709,White Pine,Northern,6.0,54.0,Moderate,Ozone,Nevada
615,201709,Yolo,Northern,6.0,44.0,Good,Ozone,California
616,201709,Kern,Upper Southern,26.0,84.0,Moderate,PM2.5,California
617,201709,Los Angeles,Upper Southern,26.0,66.0,Moderate,NO2,California
618,201709,San Luis Obispo,Upper Southern,26.0,44.0,Good,PM2.5,California
619,201709,Santa Barbara,Upper Southern,26.0,47.0,Good,Ozone,California
620,201709,Ventura,Upper Southern,26.0,58.0,Moderate,Ozone,California
579,201709,San Bernardino,Lower Southern,52.0,86.0,Moderate,PM2.5,California
613,201709,Washoe,Northern,6.0,55.0,Moderate,PM10,Nevada
600,201709,Lincoln,Northern,6.0,75.0,Moderate,PM2.5,Montana
603,201709,Nevada,Northern,6.0,48.0,Good,Ozone,California
598,201709,Lake,Northern,6.0,54.0,Moderate,PM2.5,Oregon
582,201709,Butte,Northern,6.0,71.0,Moderate,PM2.5,California
583,201709,Carson City,Northern,6.0,49.0,Good,Ozone,Nevada
584,201709,Churchill,Northern,6.0,49.0,Good,Ozone,Nevada
585,201709,Clark,Northern,6.0,139.0,Unhealthy for Sensitive Groups,PM2.5,Nevada
586,201709,Colusa,Northern,6.0,44.0,Good,Ozone,California
587,201709,Del Norte,Northern,6.0,20.0,Good,PM2.5,California
588,201709,Douglas,Northern,6.0,64.0,Moderate,PM2.5,Nebraska
599,201709,Lake,Northern,6.0,54.0,Moderate,PM2.5,Oregon
590,201709,Elko,Northern,6.0,164.0,Unhealthy,PM10,Nevada
591,201709,Glenn,Northern,6.0,48.0,Good,PM2.5,California
589,201709,El Dorado,Northern,6.0,47.0,Good,Ozone,California
593,201709,Humboldt,Northern,6.0,44.0,Good,Ozone,California
594,201709,Humboldt,Northern,6.0,44.0,Good,Ozone,California
595,201709,Humboldt,Northern,6.0,44.0,Good,Ozone,California
596,201709,Lake,Northern,6.0,54.0,Moderate,PM2.5,Oregon
597,201709,Lake,Northern,6.0,54.0,Moderate,PM2.5,Oregon
592,201709,Humboldt,Northern,6.0,44.0,Good,Ozone,California
632,201710,Fresno,Central,20.0,72.0,Moderate,PM2.5,California
631,201710,Calaveras,Central,20.0,43.0,Good,Ozone,California
679,201710,Sutter,Northern,3.0,60.0,Moderate,PM2.5,California
633,201710,Inyo,Central,20.0,46.0,Good,Ozone,California
3857,201710,Esmeralda,Northern,,,,,
627,201710,Santa Clara,Bay Area,28.0,39.0,Good,PM2.5,California
630,201710,Sonoma,Bay Area,28.0,38.0,Good,Ozone,California
629,201710,Solano,Bay Area,28.0,39.0,Good,Ozone,California
628,201710,Santa Cruz,Bay Area,28.0,49.0,Good,PM10,Arizona
626,201710,San Mateo,Bay Area,28.0,33.0,Good,Ozone,California
680,201710,Tehama,Northern,3.0,40.0,Good,Ozone,California
3805,201710,Yuba,Northern,,,,,
624,201710,Napa,Bay Area,28.0,45.0,Good,PM2.5,California
623,201710,Marin,Bay Area,28.0,46.0,Good,PM2.5,California
622,201710,Contra Costa,Bay Area,28.0,40.0,Good,Ozone,California
621,201710,Alameda,Bay Area,28.0,55.0,Moderate,PM2.5,California
3753,201710,Alpine,Northern,,,,,
634,201710,Kings,Central,20.0,95.0,Moderate,PM2.5,California
3701,201710,Sierra,Northern,,,,,
3649,201710,Modoc,Northern,,,,,
3597,201710,Lassen,Northern,,,,,
625,201710,San Francisco,Bay Area,28.0,50.0,Good,NO2,California
635,201710,Madera,Central,20.0,58.0,Moderate,PM2.5,California
651,201710,Butte,Northern,3.0,63.0,Moderate,PM2.5,California
637,201710,Merced,Central,20.0,54.0,Moderate,PM2.5,California
636,201710,Mariposa,Central,20.0,47.0,Good,Ozone,California
664,201710,Humboldt,Northern,3.0,38.0,Good,Ozone,California
665,201710,Lake,Northern,3.0,69.0,Moderate,PM10,Minnesota
666,201710,Lake,Northern,3.0,69.0,Moderate,PM10,Minnesota
667,201710,Lake,Northern,3.0,69.0,Moderate,PM10,Minnesota
668,201710,Lake,Northern,3.0,69.0,Moderate,PM10,Minnesota
669,201710,Lincoln,Northern,3.0,56.0,Moderate,PM2.5,Montana
4065,201710,Pershing,Northern,,,,,
670,201710,Lyon,Northern,3.0,44.0,Good,Ozone,Nevada
671,201710,Mendocino,Northern,3.0,36.0,Good,PM2.5,California
672,201710,Nevada,Northern,3.0,44.0,Good,Ozone,California
